empty, 0, empty, empty
āb̄c̄ + ab̄c̄, b̄c̄ + ac̄ + ab̄, b̄c̄, empty
āb̄c̄ + ab̄c̄ + abc, b̄c̄ + bc + a, b̄c̄ + a, b̄c̄ + bc
āb̄c̄ + ab̄c̄, b̄c̄ + a, b̄c̄, empty
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + abc, b̄c̄ + bc, b̄c̄ + bc, empty
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + abc̄, b̄c̄ + ac̄, b̄c̄ + ac̄, empty
āb̄c̄ + abc̄ + abc, b̄c̄ + bc + ac̄ + ab, b̄c̄ + ab, b̄c̄ + bc + ac̄
āb̄c̄ + abc̄, b̄c̄ + ac̄ + ab, b̄c̄ + ab, b̄c̄ + ac̄
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + abc, b̄c̄ + bc + ab, b̄c̄ + ab, b̄c̄ + bc
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + ab̄c, b̄c̄ + ab̄, b̄c̄ + ab̄, empty
āb̄c̄ + ab̄c + abc, b̄c̄ + bc + ac + ab̄, b̄c̄ + ac, b̄c̄ + bc + ab̄
āb̄c̄ + ab̄c, b̄c̄ + ac + ab̄, b̄c̄ + ab̄, b̄c̄ + ac
āb̄c̄ + ab̄c + abc̄, b̄c̄ + ac̄ + ab̄, b̄c̄ + ac̄ + ab̄, empty
āb̄c̄ + ab̄c + abc̄ + abc, b̄c̄ + bc + a, b̄c̄ + a, empty
āb̄c̄ + ab̄c + abc̄, b̄c̄ + a, b̄c̄ + a, empty
āb̄c̄ + ab̄c, b̄c̄ + ab̄, b̄c̄ + ab̄, empty
āb̄c̄ + ab̄c + abc, b̄c̄ + bc + a, b̄c̄ + a, empty
āb̄c̄ + ab̄c, b̄c̄ + a, b̄c̄ + a, empty
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + abc, b̄c̄ + bc + ac, b̄c̄ + ac, b̄c̄ + bc
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + abc̄, b̄c̄ + ac̄, b̄c̄ + ac̄, empty
āb̄c̄ + abc̄ + abc, b̄c̄ + bc + a, b̄c̄ + a, empty
āb̄c̄ + abc̄, b̄c̄ + a, b̄c̄ + a, empty
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + abc, b̄c̄ + bc + a, b̄c̄ + a, b̄c̄ + bc
āb̄c̄, b̄c̄, b̄c̄, empty
āb̄c̄ + ābc̄, āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, āc̄ + abc, āc̄ + abc, empty
āb̄c̄ + ābc̄, āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄, bc̄ + āc̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, bc̄ + āc̄ + ab, āc̄ + ab, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + ab, āc̄ + ab, bc̄ + āc̄
āb̄c̄ + ābc̄, bc̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, bc̄ + āc̄ + ab, āc̄ + ab, empty
āb̄c̄ + ābc̄, bc̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + ab̄c, āc̄ + ab̄c, āc̄ + ab̄c, empty
āb̄c̄ + ābc̄ + ab̄c + abc, āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, bc̄ + āc̄ + ab̄c, bc̄ + āc̄ + ab̄c, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, bc̄ + āc̄ + ac + ab, āc̄ + ac + ab, bc̄ + āc̄ + ac
āb̄c̄ + ābc̄ + ab̄c + abc̄, bc̄ + āc̄ + ac + ab, āc̄ + ac + ab, bc̄ + āc̄ + ac
āb̄c̄ + ābc̄ + ab̄c, bc̄ + āc̄ + ab̄c, āc̄ + ab̄c, empty
āb̄c̄ + ābc̄ + ab̄c + abc, bc̄ + āc̄ + ac + ab, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, bc̄ + āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄, āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄, āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄, bc̄ + āc̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, bc̄ + āc̄ + ac + ab, āc̄ + ab, bc̄ + āc̄ + ac
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + ab, āc̄ + ab, bc̄ + āc̄
āb̄c̄ + ābc̄, bc̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, bc̄ + āc̄ + ac + ab, āc̄ + ab, āc̄ + ac
āb̄c̄ + ābc̄, bc̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄, b̄c̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, b̄c̄ + āc̄ + abc, b̄c̄ + āc̄ + abc, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄, b̄c̄ + āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + ab, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, b̄c̄ + āc̄ + ab̄, āc̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, b̄c̄ + āc̄ + ac + ab̄, āc̄ + ac + ab̄, b̄c̄ + āc̄ + ac
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, b̄c̄ + āc̄ + ac + ab̄, āc̄ + ab̄, b̄c̄ + āc̄ + ac
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄ + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c̄ + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + ab̄, āc̄ + ab̄, b̄c̄ + āc̄
āb̄c̄ + ābc̄ + ab̄c̄ + abc, b̄c̄ + āc̄ + ac + ab̄, āc̄ + ac + ab̄, b̄c̄ + āc̄ + ac
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + ab̄, āc̄ + ab̄, b̄c̄ + āc̄
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + ab̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + a, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + ab̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + a, c̄, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, b̄c̄ + āc̄ + abc, āc̄ + abc, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + ab, c̄, empty
āb̄c̄ + ābc̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + abc, c̄ + ab, c̄ + ab, empty
āb̄c̄ + ābc̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c̄ + āc̄ + ab̄, āc̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc, b̄c̄ + āc̄ + ac + ab̄, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c̄ + āc̄ + ac + ab̄, āc̄ + ab̄, āc̄ + ac
āb̄c̄ + ābc̄ + ab̄c + abc̄, c̄ + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c, c̄ + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc, b̄c̄ + āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + a, c̄, empty
āb̄c̄ + ābc̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + abc, c̄ + a, c̄ + a, empty
āb̄c̄ + ābc̄, c̄, c̄, empty
āb̄c̄ + ābc̄ + ābc, āc̄ + āb, āc̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc, bc + āc̄ + āb, bc + āc̄, empty
āb̄c̄ + ābc̄ + ābc, bc + āc̄ + āb, āc̄ + āb, bc + āc̄
āb̄c̄ + ābc̄ + ābc + abc̄, bc̄ + āc̄ + āb, bc̄ + āc̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc + abc̄, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc, bc̄ + āc̄ + āb, āc̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, āc̄ + āb + ab̄c, āc̄ + āb + ab̄c, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, bc + āc̄ + āb + ac, āc̄ + āb + ac, bc + āc̄ + ac
āb̄c̄ + ābc̄ + ābc + ab̄c, bc + āc̄ + āb + ac, āc̄ + āb + ac, bc + āc̄ + ac
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, bc̄ + āc̄ + āb + ab̄c, bc̄ + āc̄ + āb + ab̄c, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄ + abc, b + āc̄ + ac, b + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, b + āc̄ + ac, b + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, bc̄ + āc̄ + āb + ab̄c, āc̄ + āb + ab̄c, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, b + āc̄ + ac, b + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, b + āc̄ + ac, b + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ābc, āc̄ + āb, āc̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc, bc + āc̄ + āb + ac, āc̄ + āb + ac, bc + āc̄
āb̄c̄ + ābc̄ + ābc, bc + āc̄ + āb, āc̄ + āb, bc + āc̄
āb̄c̄ + ābc̄ + ābc + abc̄, bc̄ + āc̄ + āb, bc̄ + āc̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, b + āc̄ + ac, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc + abc̄, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc, bc̄ + āc̄ + āb, āc̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc, b + āc̄ + ac, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, b̄c̄ + āc̄ + āb, b̄c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, b̄c̄ + bc + āc̄ + āb, b̄c̄ + bc + āb, b̄c̄ + bc + āc̄
āb̄c̄ + ābc̄ + ābc + ab̄c̄, b̄c̄ + bc + āc̄ + āb, b̄c̄ + āb, b̄c̄ + bc + āc̄
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + āb, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄ + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c̄ + āb, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, b̄c̄ + āc̄ + āb + ab̄, āc̄ + āb + ab̄, b̄c̄ + āb + ab̄
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄, c̄ + āb + ab̄, c̄ + āb + ab̄, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄ + abc, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, c̄ + āb + ab̄, c̄ + āb + ab̄, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c + abc, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + ab̄c, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, b̄c̄ + āc̄ + āb + ab̄, āc̄ + āb + ab̄, b̄c̄ + āb
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, b̄c̄ + bc + āc̄ + āb + ab̄, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + āb + ab̄, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄ + abc, c̄ + b + a, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + b + a, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c̄ + āb + ab̄, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄ + abc, c̄ + b + a, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c̄, c̄ + b + a, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc, b̄c̄ + āc̄ + āb, āc̄ + āb, b̄c̄ + āb
āb̄c̄ + ābc̄ + ābc + abc, b̄c̄ + bc + āc̄ + āb, bc + āc̄, b̄c̄ + bc + āb
āb̄c̄ + ābc̄ + ābc, b̄c̄ + bc + āc̄ + āb, empty, empty
āb̄c̄ + ābc̄ + ābc + abc̄, c̄ + āb, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + abc̄, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc, c̄ + āb, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, b̄c̄ + āc̄ + āb + ab̄, āc̄ + āb + ab̄, b̄c̄ + āb + ab̄
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, c̄ + āb + ab̄, c̄ + āb + ab̄, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄ + abc, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc̄, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, c̄ + āb + ab̄, c̄ + āb + ab̄, empty
āb̄c̄ + ābc̄ + ābc + ab̄c + abc, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc + ab̄c, c̄ + b + a, c̄ + b + a, empty
āb̄c̄ + ābc̄ + ābc, b̄c̄ + āc̄ + āb, āc̄ + āb, b̄c̄ + āb
āb̄c̄ + ābc̄ + ābc + abc, b̄c̄ + bc + āc̄ + āb + ac, empty, empty
āb̄c̄ + ābc̄ + ābc, b̄c̄ + bc + āc̄ + āb, empty, empty
āb̄c̄ + ābc̄ + ābc + abc̄, c̄ + āb, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc̄ + abc, c̄ + b + a, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc + abc̄, c̄ + b + a, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc, c̄ + āb, c̄ + āb, empty
āb̄c̄ + ābc̄ + ābc + abc, c̄ + b + a, c̄ + b, empty
āb̄c̄ + ābc̄ + ābc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄, āc̄ + āb, āc̄, empty
āb̄c̄ + ābc̄ + abc, bc + āc̄ + āb, bc + āc̄, empty
āb̄c̄ + ābc̄, āc̄ + āb, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + āb, bc̄ + āc̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄ + abc̄, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄, bc̄ + āc̄ + āb, āc̄, empty
āb̄c̄ + ābc̄ + abc, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄, b + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + ab̄c, āc̄ + āb + ab̄c, āc̄ + ab̄c, empty
āb̄c̄ + ābc̄ + ab̄c + abc, bc + āc̄ + āb + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, āc̄ + āb + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, bc̄ + āc̄ + āb + ab̄c, bc̄ + āc̄ + ab̄c, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, b + āc̄ + ac, b + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, b + āc̄ + ac, b + āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, bc̄ + āc̄ + āb + ab̄c, āc̄ + ab̄c, empty
āb̄c̄ + ābc̄ + ab̄c + abc, b + āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄ + ab̄c, b + āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ābc̄, āc̄ + āb, āc̄, empty
āb̄c̄ + ābc̄ + abc, bc + āc̄ + āb + ac, āc̄ + ac, bc + āc̄
āb̄c̄ + ābc̄, āc̄ + āb, āc̄, empty
āb̄c̄ + ābc̄ + abc̄, bc̄ + āc̄ + āb, bc̄ + āc̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, b + āc̄ + ac, b + āc̄, empty
āb̄c̄ + ābc̄ + abc̄, b + āc̄, b + āc̄, empty
āb̄c̄ + ābc̄, bc̄ + āc̄ + āb, āc̄, empty
āb̄c̄ + ābc̄ + abc, b + āc̄ + ac, āc̄ + ac, b + āc̄
āb̄c̄ + ābc̄, b + āc̄, āc̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb, b̄c̄ + āb, b̄c̄ + āc̄
āb̄c̄ + ābc̄ + ab̄c̄ + abc, b̄c̄ + bc + āc̄ + āb, b̄c̄ + bc + āb, b̄c̄ + bc + āc̄
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb, b̄c̄ + āb, b̄c̄ + āc̄
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + āb, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + b, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + āb, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + b, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, b̄c̄ + āc̄ + āb + ab̄, āc̄ + ab̄, b̄c̄ + āb + ab̄
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, b̄c̄ + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + āb + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄ + abc, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c̄ + āb + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c + abc, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄ + ab̄c, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb + ab̄, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb + ab̄, empty, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + āb + ab̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + b + a, c̄ + a, c̄ + b
āb̄c̄ + ābc̄ + ab̄c̄ + abc̄, c̄ + b + a, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + āb + ab̄, c̄, empty
āb̄c̄ + ābc̄ + ab̄c̄ + abc, c̄ + b + a, c̄ + a, c̄ + b
āb̄c̄ + ābc̄ + ab̄c̄, c̄ + b + a, c̄, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄ + āb, āc̄, b̄c̄ + āb
āb̄c̄ + ābc̄ + abc, b̄c̄ + bc + āc̄ + āb, bc + āc̄, b̄c̄ + bc + āb
āb̄c̄ + ābc̄, b̄c̄ + āc̄ + āb, āc̄, b̄c̄ + āb
āb̄c̄ + ābc̄ + abc̄, c̄ + āb, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄ + abc̄, c̄ + b, c̄, empty
āb̄c̄ + ābc̄, c̄ + āb, c̄, empty
āb̄c̄ + ābc̄ + abc, c̄ + b, c̄ + b, empty
āb̄c̄ + ābc̄, c̄ + b, c̄, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c̄ + āc̄ + āb + ab̄, āc̄ + ab̄, b̄c̄ + āb + ab̄
āb̄c̄ + ābc̄ + ab̄c + abc, b̄c̄ + bc + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ab̄c, b̄c̄ + āc̄ + āb + ac + ab̄, empty, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, c̄ + āb + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄ + abc, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c + abc̄, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c, c̄ + āb + ab̄, c̄ + ab̄, empty
āb̄c̄ + ābc̄ + ab̄c + abc, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄ + ab̄c, c̄ + b + a, c̄ + a, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄ + āb, āc̄, b̄c̄ + āb
āb̄c̄ + ābc̄ + abc, b̄c̄ + bc + āc̄ + āb + ac, empty, empty
āb̄c̄ + ābc̄, b̄c̄ + āc̄ + āb, āc̄, b̄c̄ + āb
āb̄c̄ + ābc̄ + abc̄, c̄ + āb, c̄, empty
āb̄c̄ + ābc̄ + abc̄ + abc, c̄ + b + a, c̄ + a, c̄ + b
āb̄c̄ + ābc̄ + abc̄, c̄ + b + a, c̄, empty
āb̄c̄ + ābc̄, c̄ + āb, c̄, empty
āb̄c̄ + ābc̄ + abc, c̄ + b + a, c̄ + a, c̄ + b
āb̄c̄ + ābc̄, c̄ + b, c̄, empty
āb̄c̄, āc̄, āc̄, empty
āb̄c̄ + abc, āc̄ + abc, āc̄ + abc, empty
āb̄c̄, āc̄, āc̄, empty
āb̄c̄ + abc̄, bc̄ + āc̄, bc̄ + āc̄, empty
āb̄c̄ + abc̄ + abc, bc̄ + āc̄ + ab, āc̄ + ab, empty
āb̄c̄ + abc̄, bc̄ + āc̄ + ab, āc̄ + ab, bc̄ + āc̄
āb̄c̄, āc̄, āc̄, empty
āb̄c̄ + abc, āc̄ + ab, āc̄ + ab, empty
āb̄c̄, āc̄, āc̄, empty
āb̄c̄ + ab̄c, āc̄ + ab̄c, āc̄ + ab̄c, empty
āb̄c̄ + ab̄c + abc, āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ab̄c, āc̄ + ac, āc̄ + ac, empty
āb̄c̄ + ab̄c + abc̄, bc̄ + āc̄ + ab̄c, bc̄ + āc̄ + ab̄c, empty
āb̄c̄ + ab̄c + abc̄ + abc, bc̄ + āc̄ + ac + ab, āc̄ + ac + ab, bc̄ + āc̄ + ac
āb̄c̄ + ab̄c + abc̄, bc̄ + āc̄ + ac + ab, āc̄ + ac + ab, bc̄ + āc̄ + ac
āb̄c̄ + ab̄c, āc̄ + ab̄c, āc̄ + ab̄c, empty
āb̄c̄ + ab̄c + abc, āc̄ + ac + ab, āc̄ + ac, empty
āb̄c̄ + ab̄c, āc̄ + ac, āc̄ + ac, empty
